price,age,landValue,livingArea,bedrooms,bathrooms,rooms,heating,fuel,waterfront,newConstruction,centralAir
105000,20,15700,912,2,1.5,3,electric,electric,No,No,No
122500,18,15100,1184,2,1.5,3,electric,electric,No,No,No
191000,26,24500,1719,3,1.5,7,electric,electric,No,No,No
149000,19,15100,1080,2,1,6,electric,electric,No,No,No
205000,16,27000,2118,4,2,9,electric,electric,No,No,No
225000,16,27000,2527,3,1.5,10,electric,electric,No,No,No
210000,15,25000,1592,3,1.5,8,hot air,gas,No,No,No
188900,18,27000,1294,3,1,4,electric,electric,No,No,No
192000,33,25200,1974,4,2.5,8,hot water/steam,gas,No,No,No
137500,17,15700,988,2,2,7,electric,electric,No,No,No
200000,20,27000,1508,3,2,8,hot air,gas,No,No,No
126000,17,15600,908,2,1,4,electric,electric,No,No,No
214500,20,27000,1910,4,2,7,electric,electric,No,No,No
152000,18,15700,912,2,1.5,5,electric,electric,No,No,No
115000,20,15700,912,2,1.5,5,electric,electric,No,No,No
88000,19,15700,988,2,2,4,electric,electric,No,No,No
170000,20,27000,1748,2,2,4,electric,electric,No,No,No
137000,18,15700,912,2,1.5,3,electric,electric,No,No,No
145000,17,15100,1385,3,1.5,8,electric,electric,No,No,No
202000,15,25000,1300,3,1.5,7,hot air,gas,No,No,No
130000,17,15600,908,2,1,7,electric,electric,No,No,No
265000,25,21700,1900,3,2,7,electric,electric,No,No,No
185000,16,27000,2191,3,2.5,7,electric,electric,No,No,No
130000,25,15100,1080,2,1,4,hot air,gas,No,No,Yes
190000,15,25000,1300,3,1.5,5,hot air,gas,No,No,Yes
204000,1,15000,2458,4,2.5,10,hot air,gas,No,No,No
125000,22,10500,1040,3,1,4,electric,electric,No,No,No
349900,0,13000,2886,4,3,12,hot air,gas,No,Yes,No
142000,8,3700,1840,3,1,6,hot air,gas,No,No,No
132500,19,13000,1988,2,1,4,electric,electric,No,No,No
220000,43,22900,672,2,1,3,hot air,oil,No,No,No
160000,13,18400,1512,2,2,4,hot air,oil,No,No,No
10300,20,15700,912,2,1.5,6,electric,electric,No,No,No
95000,19,15700,912,2,1.5,6,electric,electric,No,No,No
122055,17,15000,1385,2,1.5,5,electric,electric,No,No,No
149000,18,27000,1508,3,1.5,8,hot air,gas,No,No,No
115000,17,15100,1385,2,1.5,5,electric,electric,No,No,No
140000,19,15100,1628,3,2.5,6,electric,electric,No,No,No
137900,17,15100,1592,3,1.5,5,electric,electric,No,No,No
144000,54,3600,1344,5,1,7,electric,electric,No,No,No
131600,17,15100,1385,2,1.5,7,electric,electric,No,No,No
123500,17,15100,1385,2,1.5,4,electric,electric,No,No,No
123000,17,15100,1679,2,1.5,4,electric,electric,No,No,No
109000,20,15700,908,2,1,3,electric,electric,No,No,No
173000,16,27000,1527,2,2,7,hot air,gas,No,No,Yes
105000,20,15700,912,2,1.5,3,electric,electric,No,No,No
122500,18,15100,1184,2,1.5,3,electric,electric,No,No,No
191000,26,24500,1719,3,1.5,5,electric,electric,No,No,No
149000,19,15100,1080,2,1,5,electric,electric,No,No,No
205000,16,27000,2118,4,2,10,electric,electric,No,No,No
225000,16,27000,2527,3,1.5,8,electric,electric,No,No,No
210000,15,25000,1592,3,1.5,7,hot air,gas,No,No,No
188900,18,27000,1294,3,1,4,electric,electric,No,No,No
192000,33,25200,1974,4,2.5,9,hot water/steam,gas,No,No,No
137500,17,15700,988,2,2,3,electric,electric,No,No,No
200000,20,27000,1508,3,2,7,hot air,gas,No,No,No
126000,17,15600,908,2,1,4,electric,electric,No,No,No
214500,20,27000,1910,4,2,10,electric,electric,No,No,No
152000,18,15700,912,2,1.5,7,electric,electric,No,No,No
115000,20,15700,912,2,1.5,7,electric,electric,No,No,No
88000,19,15700,988,2,2,5,electric,electric,No,No,No
170000,20,27000,1748,2,2,6,electric,electric,No,No,No
137000,18,15700,912,2,1.5,6,electric,electric,No,No,No
145000,17,15100,1385,3,1.5,7,electric,electric,No,No,No
202000,15,25000,1300,3,1.5,4,hot air,gas,No,No,No
130000,17,15600,908,2,1,5,electric,electric,No,No,No
265000,25,21700,1900,3,2,8,electric,electric,No,No,No
185000,16,27000,2191,3,2.5,8,electric,electric,No,No,No
130000,25,15100,1080,2,1,5,hot air,gas,No,No,Yes
190000,15,25000,1300,3,1.5,5,hot air,gas,No,No,Yes
204000,1,15000,2458,4,2.5,11,hot air,gas,No,No,No
125000,22,10500,1040,3,1,8,electric,electric,No,No,No
349900,0,13000,2886,4,3,11,hot air,gas,No,Yes,No
142000,8,3700,1840,3,1,7,hot air,gas,No,No,No
132500,19,13000,1988,2,1,5,electric,electric,No,No,No
220000,43,22900,672,2,1,5,hot air,oil,No,No,No
160000,13,18400,1512,2,2,6,hot air,oil,No,No,No
156900,52,23200,1635,4,1.5,5,hot air,oil,No,No,No
138000,39,25100,1672,4,1.5,5,hot air,gas,No,No,No
166000,26,29000,1892,3,2,6,hot air,gas,No,No,Yes
195000,18,30800,1652,3,2,6,hot water/steam,gas,No,No,No
295600,21,91600,2513,4,2.5,8,hot air,gas,No,No,Yes
460000,1,14100,3336,4,3.5,12,hot air,gas,No,No,Yes
126000,17,16000,1302,2,1.5,4,hot air,gas,No,No,Yes
220300,16,38200,2006,3,2,5,hot air,gas,No,No,Yes
175000,27,22700,1836,4,1.5,8,hot air,gas,No,No,Yes
255000,49,69600,1994,3,2,9,hot air,oil,No,No,No
185000,19,29000,1652,3,2,6,hot water/steam,gas,No,No,No
234000,8,31100,1888,3,2.5,7,hot air,gas,No,No,No
133500,19,17200,1480,3,1.5,5,hot air,gas,No,No,Yes
151000,19,19000,1234,2,2,7,electric,electric,No,No,No
157500,31,24500,1778,3,1.5,7,hot air,gas,No,No,No
285000,23,72000,2514,5,2.5,10,hot air,gas,No,No,Yes
217500,35,30800,2700,4,2.5,10,hot water/steam,gas,No,No,No
300000,21,39200,2330,4,3.5,8,hot air,gas,No,No,Yes
161225,33,32000,2676,4,2.5,11,hot water/steam,gas,No,No,No
217000,25,54700,2180,4,2,8,electric,electric,No,No,Yes
250000,21,48300,2284,4,2.5,9,hot air,gas,No,No,Yes
124000,19,16400,1314,2,1.5,6,electric,electric,No,No,No
248000,35,44300,2396,4,2.5,11,hot air,gas,No,No,No
187000,45,33200,2088,4,2,8,hot water/steam,gas,No,No,No
195000,39,28200,2310,5,2.5,11,hot water/steam,gas,No,No,No
239900,19,65800,2040,4,2.5,10,hot air,gas,No,No,Yes
475000,19,111300,2599,3,2.5,11,hot air,electric,No,No,Yes
246000,16,29100,1702,3,1.5,6,hot water/steam,gas,No,No,No
219900,18,28600,2125,4,2.5,8,hot water/steam,gas,No,No,No
193500,38,32000,2310,4,2.5,10,hot water/steam,gas,No,No,No
122000,31,18200,1431,3,1.5,8,hot air,gas,No,No,Yes
118000,20,18500,924,2,1,7,hot water/steam,gas,No,No,No
125000,126,36300,1799,3,1,6,hot air,gas,No,No,No
101000,23,18200,976,3,2,5,electric,electric,No,No,No
249000,19,53000,2217,4,2.5,8,hot air,gas,No,No,Yes
180000,102,25800,1969,4,1,6,hot water/steam,oil,No,No,No
292500,19,75200,2376,3,2.5,8,hot air,gas,No,No,Yes
199500,18,36700,1585,3,1.5,5,hot water/steam,gas,No,No,No
205100,32,32700,1453,4,2,7,hot air,gas,No,No,No
330000,12,67300,2973,4,3,11,hot air,oil,No,No,Yes
179000,37,31400,1612,3,1.5,7,hot air,gas,No,No,No
342000,4,17400,2734,3,2.5,9,hot air,gas,No,No,Yes
145000,22,18500,1479,3,1.5,5,electric,electric,No,No,Yes
66000,19,18400,945,2,1,3,electric,electric,No,No,Yes
269900,25,25000,1938,4,2.5,8,hot water/steam,gas,No,No,No
154000,174,32800,1364,5,1,9,hot air,oil,No,No,No
454900,2,15000,3242,4,2.5,11,hot air,gas,No,No,Yes
249900,23,57500,1571,3,2,7,hot air,gas,No,No,Yes
165000,21,17600,1314,2,1.5,6,electric,electric,No,No,Yes
329000,3,16100,2413,4,1.5,11,hot air,gas,No,No,Yes
49387,56,31800,900,2,1,5,hot air,oil,No,No,No
445000,0,17400,3157,4,3.5,10,hot air,gas,No,No,Yes
73000,102,22400,908,2,1,7,hot water/steam,oil,No,No,No
125000,20,18300,924,2,1,6,electric,electric,No,No,No
146500,18,18200,1138,2,1,6,electric,electric,No,No,Yes
209000,38,27000,2310,5,2.5,12,hot water/steam,gas,No,No,No
196500,30,30400,1874,4,2,9,hot air,gas,No,No,No
157000,20,20300,1228,4,1.5,6,electric,electric,No,No,No
125500,19,16400,1479,3,1.5,5,hot air,gas,No,No,Yes
190000,38,31800,1612,3,1.5,6,hot air,gas,No,No,No
250000,22,48800,2088,4,2.5,6,electric,electric,No,No,Yes
255000,4,30000,2131,4,2.5,10,hot air,gas,No,No,No
129700,20,18500,924,2,1,5,hot air,gas,No,No,No
65000,74,24800,1692,4,1.5,8,electric,electric,No,No,No
107000,82,12600,1568,3,1,7,hot air,gas,No,No,No
255000,35,33200,2262,4,2.5,9,hot air,gas,No,No,Yes
398000,8,71200,2960,4,2.5,10,hot air,gas,No,No,Yes
176000,31,27000,1683,4,2.5,8,hot water/steam,gas,No,No,No
249900,36,35800,2680,5,3.5,12,hot water/steam,gas,No,No,Yes
244900,26,40100,2742,3,3,8,hot air,oil,No,No,No
220000,30,29000,2012,4,2.5,10,hot water/steam,gas,No,No,No
241000,31,27800,2702,5,1.5,9,hot air,gas,No,No,No
159900,21,18300,1314,2,1.5,6,hot air,gas,No,No,Yes
177555,38,34800,1672,3,1.5,8,hot air,gas,No,No,No
95000,55,7700,1200,2,1,4,hot air,oil,No,No,No
5000,4,35800,1700,3,2.5,6,hot air,gas,No,No,Yes
264900,40,29000,2652,5,3.5,12,hot water/steam,gas,No,No,No
315000,16,74400,3062,4,2.5,9,hot water/steam,gas,No,No,Yes
155000,25,17600,1290,2,1.5,5,hot air,gas,No,No,Yes
130000,23,15400,1012,3,2,5,electric,electric,No,No,No
238000,35,35100,2310,4,2.5,7,hot water/steam,gas,No,No,No
224000,31,26500,2026,3,2.5,7,hot air,gas,No,No,No
211000,18,31800,1404,3,1,6,hot air,gas,No,No,Yes
279000,13,34100,1782,3,1,8,hot air,gas,No,No,Yes
242000,15,42000,2002,3,2.5,8,hot air,gas,No,No,Yes
199875,36,35100,1782,4,1.5,7,hot air,gas,No,No,Yes
259900,11,27400,2212,4,2.5,10,hot air,oil,No,No,Yes
200000,84,34600,1872,4,1,7,electric,oil,No,No,Yes
212000,36,35100,1804,4,2.5,7,hot water/steam,gas,No,No,No
230000,41,27800,1910,3,2.5,5,hot water/steam,gas,No,No,No
189000,28,30900,1632,3,1.5,7,hot air,gas,No,No,Yes
313635,16,131500,3824,3,4,12,hot air,gas,No,No,Yes
185000,32,33600,1196,3,1.5,5,hot air,gas,No,No,No
239900,30,23200,2259,4,2.5,11,hot water/steam,gas,No,No,Yes
202000,39,25400,1690,3,2,6,hot water/steam,gas,No,No,Yes
155000,19,18200,1227,2,2,6,hot water/steam,gas,No,No,Yes
120000,57,36000,1278,3,1,7,hot air,gas,No,No,No
78000,77,33500,668,1,1,2,hot air,oil,No,No,No
311000,17,60500,2762,4,2.5,8,hot water/steam,gas,No,No,Yes
198000,38,42500,1558,3,1,4,hot air,gas,No,No,No
158500,11,36100,1352,3,2,5,electric,electric,No,No,No
227000,37,27400,1920,5,2.5,9,hot water/steam,gas,No,No,No
265900,6,36000,1940,3,2.5,7,hot air,gas,No,No,No
163000,30,19300,1249,3,1.5,8,hot air,gas,No,No,No
165000,27,19600,1576,3,2.5,4,hot water/steam,gas,No,No,No
151000,30,16800,1419,3,1.5,4,hot air,gas,No,No,Yes
200000,4,35800,1700,3,2.5,7,hot air,gas,No,No,Yes
299900,15,38700,2748,4,3.5,8,hot air,gas,No,No,Yes
210000,18,35500,1792,3,2.5,7,hot air,gas,No,No,Yes
220000,36,35300,1724,3,1.5,8,electric,electric,No,No,No
326900,15,83600,2692,3,3.5,8,hot air,gas,No,No,Yes
204900,29,24600,1734,4,2.5,7,hot water/steam,oil,No,No,No
234000,32,25100,2014,3,1.5,7,hot air,gas,No,No,No
236000,36,30900,2056,4,1.5,9,hot air,gas,No,No,No
124000,36,32700,1745,4,1.5,6,hot air,gas,No,No,No
199100,13,18400,1352,2,1.5,5,hot air,gas,No,No,Yes
245000,30,29000,2259,4,2.5,9,hot water/steam,gas,No,No,No
264000,33,35300,2572,3,2.5,11,hot air,gas,No,No,No
105000,18,18500,924,2,1,7,electric,electric,No,No,No
187000,21,35000,2000,3,1.5,7,hot air,gas,No,No,Yes
127000,21,11900,929,2,1.5,6,hot air,gas,No,No,Yes
100000,42,15800,1540,4,1,7,hot air,oil,No,No,No
251000,44,47000,1730,3,2,9,hot air,oil,No,No,Yes
105000,50,36800,1500,3,1,5,hot water/steam,oil,No,No,No
431250,10,65800,2522,4,2.5,12,hot air,gas,No,No,Yes
149900,19,16400,1479,3,1.5,4,electric,electric,No,No,Yes
180000,36,32700,1922,4,1.5,9,hot air,gas,No,No,Yes
123500,20,12600,1215,2,1.5,5,hot air,gas,No,No,No
253000,33,33200,2772,5,3,12,hot air,gas,No,No,Yes
330000,6,16500,2574,4,2.5,12,hot air,gas,No,No,No
124500,21,18900,945,2,1,3,electric,electric,No,No,No
424200,19,130700,2914,4,3.5,10,hot air,gas,No,No,Yes
120000,19,14700,1480,3,1.5,7,electric,electric,No,No,Yes
205000,32,29400,1914,3,1.5,5,hot air,gas,No,No,No
175000,27,37000,1354,3,2,5,hot air,gas,No,No,Yes
295000,4,36900,2302,4,2.5,7,hot air,gas,No,No,Yes
156500,19,19100,1234,2,2,6,electric,electric,No,No,Yes
143000,18,17600,1480,3,1.5,6,electric,electric,No,No,Yes
215000,27,33000,1665,4,2,5,hot air,gas,No,No,Yes
287000,6,12000,2182,3,2.5,10,hot air,gas,No,No,No
122500,18,19300,924,2,1,7,electric,electric,No,No,No
180000,19,49300,1220,3,2,5,electric,electric,No,No,No
143000,18,17600,1480,3,1.5,8,electric,electric,No,No,Yes
137000,21,17200,1375,2,1.5,3,electric,electric,No,No,No
271000,22,61300,2003,3,2.5,7,hot air,gas,No,No,Yes
129900,15,1800,1480,2,2.5,5,hot air,gas,No,No,Yes
133000,15,1600,1480,3,1.5,6,hot air,gas,No,No,Yes
179000,11,8300,1456,3,1,8,hot air,gas,No,No,Yes
302000,5,27200,1888,3,2.5,9,hot air,gas,No,No,No
168000,28,8700,1112,3,1,8,hot air,oil,No,No,No
120000,16,3400,1480,2,1.5,6,hot air,gas,No,No,No
119000,15,1800,1480,2,2.5,3,hot air,electric,No,No,Yes
168000,27,7900,1836,3,2,5,hot water/steam,gas,No,No,Yes
124900,96,16100,1522,4,2,7,hot water/steam,oil,No,No,No
415000,1,20000,2709,3,2.5,10,hot air,gas,No,No,Yes
150000,10,9900,1020,3,2,5,hot air,oil,No,No,Yes
310000,20,14000,2208,4,2,10,hot water/steam,gas,No,No,No
157000,18,7800,1368,3,1,7,electric,electric,No,No,No
205000,28,18000,2488,4,2.5,7,hot air,gas,No,No,No
275000,7,18400,1865,3,2.5,8,hot air,gas,No,No,No
320000,10,18400,3174,4,4,12,hot air,gas,No,No,Yes
380000,17,23000,2944,5,2.5,12,hot air,gas,No,No,Yes
119900,23,7800,960,3,1,4,hot air,gas,No,No,No
345000,15,15000,3142,4,2.5,11,hot air,gas,No,No,No
145000,32,11500,1666,4,2,9,hot air,oil,No,No,No
123000,77,14100,708,2,1,7,hot air,oil,No,No,No
202500,17,17900,1598,3,2,8,hot air,oil,No,No,Yes
182000,13,4000,1564,3,2,4,hot air,gas,No,No,Yes
175000,14,5500,1224,3,1.5,7,hot air,gas,No,No,No
132500,77,3500,1379,3,1,7,hot air,gas,No,No,No
239000,41,25400,2310,4,2.5,7,hot water/steam,gas,No,No,No
86125,14,1200,960,2,1.5,6,hot water/steam,gas,No,No,No
245000,16,50000,960,3,1,8,electric,electric,No,No,No
229900,52,25700,1820,4,2.5,7,hot water/steam,gas,No,No,No
129000,95,2500,1632,3,2,4,hot water/steam,oil,No,No,No
200000,90,5900,1594,2,2,3,hot air,gas,No,No,No
144200,16,17900,1290,3,2,5,hot water/steam,oil,No,No,No
166000,11,300,1560,3,1.5,7,hot air,gas,No,No,No
178000,46,7400,1453,4,1.5,7,hot air,oil,No,No,No
165000,40,17000,1664,3,2,8,hot water/steam,oil,No,No,No
218000,18,16200,2169,3,2.5,10,electric,electric,No,No,Yes
175000,9,20000,1420,3,1,8,hot air,gas,No,No,No
145000,71,3100,1441,3,1.5,8,hot air,gas,No,No,No
195000,4,18100,1016,3,1.5,5,hot air,gas,No,No,No
288139,0,15200,2947,4,2.5,10,hot air,gas,No,Yes,No
187500,11,16700,1652,3,1.5,5,hot air,oil,No,No,No
255000,105,13200,1927,3,1.5,7,hot air,oil,No,No,No
145000,11,16000,960,3,1,5,hot air,gas,No,No,No
183000,28,15700,1804,3,1.5,7,electric,electric,No,No,No
318310,1,72300,2616,4,2.5,8,hot air,gas,No,No,No
192500,42,17900,1116,2,1.5,6,hot air,oil,No,No,No
195000,52,19200,2147,2,1.5,7,hot water/steam,oil,No,No,No
138000,36,17400,876,2,1.5,3,hot air,oil,No,No,No
230000,26,16100,2102,4,2.5,10,electric,electric,No,No,No
237500,15,12100,1776,3,1.5,5,hot air,oil,No,No,No
375000,3,21500,1996,3,3,8,hot water/steam,gas,No,No,Yes
105000,165,7200,1759,3,1,5,hot air,gas,No,No,No
168000,10,16200,1014,3,1,7,hot air,gas,No,No,No
221000,5,7400,2270,4,2.5,10,hot water/steam,gas,No,No,No
135000,85,3400,1548,3,1.5,8,hot air,oil,No,No,No
129900,3,15000,1620,3,2,4,hot air,gas,No,No,No
344100,40,49800,2608,4,2.5,8,hot air,gas,No,No,Yes
112000,15,24500,1080,3,2,4,electric,electric,No,No,No
380000,76,38300,1140,3,2,5,hot air,gas,Yes,No,Yes
125000,34,2700,1152,3,1,5,hot air,gas,No,No,No
145000,20,5900,1056,2,1,7,electric,electric,No,No,No
190000,2,13400,1257,3,2,8,electric,gas,No,No,No
135000,25,7200,936,2,1.5,3,hot water/steam,gas,No,No,No
58500,30,1400,1140,3,1.5,5,electric,electric,No,No,No
80500,14,1200,960,2,1.5,3,hot water/steam,gas,No,No,No
150410,6,15000,1058,2,1.5,4,hot air,gas,No,No,No
170000,29,23000,768,2,1,6,electric,electric,No,No,No
242551,14,38900,2048,4,2.5,10,hot air,oil,No,No,No
176500,7,1100,1198,2,2,3,hot air,gas,No,No,No
212000,27,5000,2430,4,1,9,electric,electric,No,No,Yes
135000,35,1300,918,3,1,7,hot water/steam,oil,No,No,No
215000,46,4500,2722,4,1.5,11,hot air,oil,No,No,Yes
262000,0,11100,2364,4,2.5,8,hot air,gas,No,No,No
155000,15,5000,1440,3,1,4,hot water/steam,oil,No,No,No
207000,27,4600,1744,3,1,7,hot air,oil,No,No,No
185000,105,600,2280,4,1.5,10,hot water/steam,oil,No,No,No
92200,130,1700,1736,3,2,5,hot water/steam,oil,No,No,No
111000,95,2700,883,1,1,2,hot air,oil,No,No,No
97000,145,600,1001,2,1,5,hot water/steam,gas,No,No,No
200000,34,11500,1296,3,1,5,hot water/steam,oil,No,No,No
230000,14,16400,2304,3,2.5,9,electric,electric,No,No,No
299900,13,28500,2076,3,2.5,9,hot air,gas,No,No,No
183855,51,19000,1468,4,1,5,hot air,oil,No,No,No
174900,50,19000,1272,3,1.5,5,hot water/steam,gas,No,No,No
335000,11,39900,1900,3,2.5,9,hot air,oil,No,No,Yes
208000,53,23700,1548,3,1.5,8,hot water/steam,oil,No,No,No
380000,35,36600,2212,4,1.5,8,electric,electric,No,No,No
289900,0,35800,2376,4,2.5,10,hot air,gas,No,No,No
188000,33,13500,1712,3,1.5,7,hot air,oil,No,No,Yes
600000,1,5000,2660,4,3.5,8,hot air,gas,No,No,Yes
262000,5,25000,1487,3,3,5,hot water/steam,oil,No,No,Yes
220000,30,10200,1532,3,1.5,8,electric,electric,No,No,No
275000,21,16100,2486,4,2.5,11,hot air,gas,No,No,Yes
215000,25,13800,1918,3,2,8,hot air,gas,No,No,No
100000,47,14600,1270,3,1,7,hot water/steam,oil,No,No,No
158500,19,15200,1406,2,1.5,7,electric,electric,No,No,No
148900,18,15100,1385,2,1.5,6,electric,electric,No,No,No
218000,16,25000,1300,3,1.5,4,hot air,gas,No,No,No
355840,0,108900,3259,4,2.5,10,hot air,gas,No,Yes,No
168000,9,1000,1536,3,1.5,7,hot air,gas,No,No,Yes
171000,14,19000,1636,4,1.5,9,hot air,oil,No,No,No
195000,15,18700,1944,3,1.5,7,hot air,gas,No,No,No
201880,19,18800,1676,3,2,7,hot air,gas,No,No,No
145000,12,10700,1040,3,1,5,hot air,gas,No,No,Yes
206000,13,1000,1800,3,2.5,7,hot air,gas,No,No,Yes
78000,85,7800,1394,3,1.5,6,hot air,oil,No,No,No
320900,5,20400,1885,2,2,7,hot water/steam,oil,Yes,No,No
159000,1,19500,1056,3,2,4,hot water/steam,oil,No,No,No
180000,38,54900,1593,3,1.5,4,hot air,gas,No,No,No
129900,125,45000,1436,4,1,5,hot water/steam,oil,No,No,No
150000,34,57800,1668,4,1.5,5,hot air,gas,No,No,No
171134,35,50000,1302,3,2,4,hot air,gas,No,No,No
151000,33,57200,1239,3,1,7,hot air,gas,No,No,Yes
100000,85,64400,840,2,1,3,hot water/steam,oil,No,No,No
655000,55,103000,780,2,1.5,6,hot air,gas,No,No,No
243500,3,64400,1728,3,2.5,7,hot air,gas,No,No,Yes
265000,140,56700,1666,3,1,8,hot air,gas,No,No,No
400000,4,75400,2022,3,2.5,7,hot air,gas,No,No,Yes
272800,46,183300,2225,4,2,9,hot air,gas,No,No,No
255000,115,53700,1023,2,1,6,hot air,gas,No,No,No
220000,17,51400,1290,2,1.5,4,electric,electric,No,No,Yes
775000,31,72600,3968,5,3.5,12,hot air,gas,No,No,Yes
233000,129,93000,1699,4,1,9,hot water/steam,gas,No,No,No
216977,27,57800,2137,4,1,9,hot water/steam,gas,No,No,No
245000,5,27000,1428,2,2.5,4,hot air,gas,No,No,Yes
159000,35,49100,936,3,1,8,hot air,gas,No,No,Yes
725000,3,70600,2586,4,3,10,hot air,gas,No,No,Yes
268300,6,36800,1373,3,2,5,hot air,gas,No,No,No
159000,33,51800,1272,3,1,6,hot air,gas,No,No,No
155000,33,53000,1368,3,2,8,hot air,gas,No,No,Yes
345000,18,46400,2120,4,2.5,11,hot air,gas,No,No,Yes
165200,34,53000,1279,2,1,5,hot air,gas,No,No,No
185000,35,66500,1104,2,1,3,hot air,gas,No,No,Yes
225500,41,64000,1092,3,1,4,hot water/steam,gas,No,No,No
420000,121,87000,2247,4,2,10,hot water/steam,gas,No,No,No
220000,53,101000,1146,4,1.5,7,hot water/steam,gas,No,No,No
620000,23,225800,3250,3,2.5,10,hot air,gas,No,No,No
260000,18,50000,1920,4,2.5,10,hot air,gas,No,No,Yes
359900,0,65000,1932,3,2,7,hot air,gas,No,No,No
375000,4,112100,1620,3,2.5,7,hot air,gas,No,No,Yes
302900,50,72000,1640,3,1,4,hot water/steam,gas,No,No,No
175000,39,55800,1040,5,1.5,6,hot air,gas,No,No,No
260000,37,137800,1676,4,2,8,hot air,oil,No,No,Yes
270000,16,48800,1991,3,2.5,6,hot air,gas,No,No,Yes
485000,17,60200,1908,4,3.5,9,hot air,gas,No,No,Yes
200000,85,62500,966,3,1,4,hot air,oil,No,No,No
367000,19,27000,1815,2,2.5,5,hot air,gas,No,No,Yes
175000,32,53000,1664,3,1,7,hot air,gas,No,No,No
203000,19,25600,1216,2,2,4,hot air,gas,No,No,Yes
170000,33,54900,1564,3,2,7,hot air,gas,No,No,Yes
375000,32,143200,2752,4,2.5,10,hot air,gas,No,No,Yes
159900,35,50000,936,3,1,4,hot air,gas,No,No,No
230000,95,50800,1617,4,1.5,9,hot air,gas,No,No,No
375000,69,195000,1452,3,2,5,hot water/steam,gas,No,No,No
421000,5,80600,1911,3,2.5,6,hot air,gas,No,No,Yes
218000,31,80800,1580,3,1.5,4,hot air,gas,No,No,Yes
167850,34,51200,1920,3,1,5,hot air,gas,No,No,Yes
252500,80,115000,1155,4,1.5,7,hot water/steam,gas,No,No,No
650000,3,82400,3770,4,2.5,12,hot air,gas,No,No,Yes
380000,18,36000,1675,2,2.5,6,hot air,gas,No,No,Yes
214500,33,107000,912,3,1,4,hot air,gas,No,No,No
218500,115,55800,1510,3,1,8,hot water/steam,gas,No,No,No
174000,35,54900,864,2,1,6,hot air,gas,No,No,Yes
225000,35,62600,1600,4,2,6,hot air,gas,No,No,Yes
309750,15,48200,1744,3,2.5,5,hot air,gas,No,No,Yes
658300,3,101500,3208,4,2.5,11,hot air,gas,No,No,Yes
203000,16,45800,1290,2,1.5,7,hot air,gas,No,No,Yes
375000,19,27000,1900,2,2.5,7,hot air,gas,No,No,Yes
62500,25,24700,2808,3,1,11,hot air,oil,No,No,No
205000,18,7300,1576,3,1.5,4,hot air,gas,No,No,No
84500,135,7300,1118,3,1,5,hot water/steam,gas,No,No,No
280500,8,23000,1752,3,2,6,hot air,gas,No,No,Yes
182000,32,22500,1753,3,1.5,5,electric,electric,No,No,No
571000,14,128500,2186,3,2.5,10,hot air,gas,No,No,Yes
168000,35,50000,1800,2,1,5,hot air,gas,No,No,No
354000,30,56600,2462,5,2.5,10,hot air,gas,No,No,Yes
238000,50,70000,1286,5,2,10,hot water/steam,gas,No,No,No
182000,35,97000,1337,3,1,8,hot air,gas,No,No,Yes
218500,5,37600,1170,2,2.5,4,hot air,gas,No,No,No
227500,53,73400,1185,3,1,4,hot air,gas,No,No,No
375000,19,59000,2424,4,2.5,8,hot air,gas,No,No,Yes
399900,125,83000,1828,3,1.5,7,hot water/steam,gas,No,No,No
360000,41,80000,2176,4,2.5,8,electric,electric,No,No,Yes
412500,4,85400,2000,3,2.5,6,hot air,gas,No,No,Yes
268500,10,38400,1340,3,2.5,8,hot air,gas,No,No,Yes
300300,52,63000,1208,3,1,6,hot air,gas,No,No,No
382500,2,57600,2244,4,2.5,10,hot air,gas,No,No,Yes
189000,31,53000,1592,3,1.5,7,hot air,gas,No,No,No
295000,17,52400,1831,3,2.5,7,hot air,gas,No,No,Yes
220000,37,182600,1093,2,1.5,5,hot water/steam,gas,No,No,No
223000,110,89000,1460,2,1,5,hot water/steam,gas,No,No,No
399000,152,115000,2128,3,1.5,10,hot water/steam,gas,No,No,No
169480,30,49100,1368,3,1,5,hot air,gas,No,No,No
347750,1,36000,2200,3,2.5,8,hot air,gas,No,No,Yes
455000,23,61000,2310,2,3,8,hot air,gas,No,No,Yes
249900,12,25600,1776,3,2.5,7,hot air,gas,No,No,Yes
250000,8,32000,1852,3,2.5,9,electric,electric,No,No,Yes
265000,42,144900,1092,2,2,4,hot air,gas,No,No,Yes
670000,121,87000,2247,4,2,8,hot water/steam,gas,No,No,No
195000,19,49800,1311,3,1.5,8,hot air,gas,No,No,Yes
360000,4,110200,1392,3,2.5,4,hot air,gas,No,No,Yes
175000,33,59000,1116,4,1.5,8,hot air,gas,No,No,Yes
166500,115,49500,812,2,1,4,hot air,gas,No,No,No
190100,27,31700,1872,4,2.5,8,hot air,gas,No,No,No
180500,8,20500,1248,3,2,5,hot air,electric,No,No,Yes
440000,3,97300,1702,2,2,4,hot water/steam,gas,Yes,No,No
170000,57,13300,1346,2,1,4,hot water/steam,oil,No,No,No
220000,20,17700,1596,3,2,6,hot water/steam,gas,No,No,No
70500,57,1000,884,3,1,7,hot air,gas,No,No,No
65000,137,700,814,2,1,3,hot air,gas,No,No,No
127500,71,3200,720,2,1,5,hot air,gas,No,No,No
155000,28,2600,2051,3,1,5,electric,electric,No,No,No
255500,11,2600,1590,2,2,6,hot air,oil,No,No,Yes
